"uf","descricao"
"MG","CRISTINA"
"BA","SERROLANDIA"
"MT","PONTE BRANCA"
"PI","SEBASTIAO BARROS"
"PA","BONITO"
"RS","MATO LEITAO"
"PI","CRISTALANDIA DO PIAUI"
"PR","GUARATUBA"
"GO","ITAPIRAPUA"
"PR","ITAMBARACA"
"PR","DOUTOR CAMARGO"
"MT","VARZEA GRANDE"
"CE","QUIXELO"
"BA","CAMAMU"
"SC","CURITIBANOS"
"MG","SANTA RITA DE JACUTINGA"
"GO","MARZAGAO"
"PB","SAO MIGUEL DE TAIPU"
"PR","TEIXEIRA SOARES"
"RN","MACAU"
"SC","ITUPORANGA"
"BA","CASA NOVA"
"PR","NOVA PRATA DO IGUACU"
"RO","COSTA MARQUES"
"AM","BARCELOS"
"PI","QUEIMADA NOVA"
"PB","EMAS"
"AM","BERURI"
"PB","JUAZEIRINHO"
"PA","BRASIL NOVO"
"GO","SAO DOMINGOS"
"RJ","QUATIS"
"SP","ALVARES MACHADO"
"PR","FORMOSA DO OESTE"
"GO","SANTA RITA DO NOVO DESTINO"
"PR","IRETAMA"
"MG","SANTANA DO RIACHO"
"GO","MINEIROS"
"PR","PRANCHITA"
"MG","BONFIM"
"PB","GUARABIRA"
"PR","TERRA BOA"
"TO","TALISMA"
"PA","MOJUI DOS CAMPOS"
"RS","SEVERIANO DE ALMEIDA"
"TO","IPUEIRAS"
"SC","LEOBERTO LEAL"
"MG","CHIADOR"
"PR","KALORE"
"BA","ITAMBE"
"RO","PORTO VELHO"
"BA","IRECE"
"PE","BEZERROS"
"PE","BOM CONSELHO"
"PI","TANQUE DO PIAUI"
"MA","BEQUIMAO"
"AL","TEOTONIO VILELA"
"MG","OLIMPIO NORONHA"
"SP","ELIAS FAUSTO"
"PR","MARINGA"
"BA","BURITIRAMA"
"SC","IBIRAMA"
"PE","SAO JOAQUIM DO MONTE"
"ES","SAO JOSE DO CALCADO"
"SC","SAO FRANCISCO DO SUL"
"MG","LIMEIRA DO OESTE"
"PB","CUITE"
"MG","RIO NOVO"
"MG","FORMOSO"
"PB","PEDRAS DE FOGO"
"SP","TAQUARITUBA"
"BA","APUAREMA"
"MG","ABADIA DOS DOURADOS"
"PR","IBAITI"
"PB","OURO VELHO"
"PI","CARAUBAS DO PIAUI"
"MG","ARAPUA"
"PI","RIBEIRO GONCALVES"
"MG","CAMPO FLORIDO"
"MG","SAO JOSE DA LAPA"
"GO","VALPARAISO DE GOIAS"
"RS","CAPITAO"
"BA","IBIRATAIA"
"MT","CAMPINAPOLIS"
"SP","SUZANAPOLIS"
"SP","SANTA LUCIA"
"PE","FLORES"
"MG","MATO VERDE"
"PR","QUATIGUA"
"MG","MARTINS SOARES"
"MG","PASSA QUATRO"
"MA","TRIZIDELA DO VALE"
"AM","SAO SEBASTIAO DO UATUMA"
"RO","ITAPUA DO OESTE"
"SE","SALGADO"
"SE","PEDRINHAS"
"ES","SERRA"
"SP","GASTAO VIDIGAL"
"SP","CANITAR"
"BA","ANTONIO CARDOSO"
"SP","TAPIRAI"
"TO","CACHOEIRINHA"
"ES","VARGEM ALTA"
"MA","ESTREITO"
"MG","NAZARENO"
"SP","RIBEIRAO DOS INDIOS"
"SE","TELHA"
"BA","EUCLIDES DA CUNHA"
"BA","RIBEIRA DO AMPARO"
"RS","SAO LEOPOLDO"
"ES","RIO BANANAL"
"RS","BAGE"
"MG","ESTRELA DALVA"
"MG","CAPITAO ENEAS"
"MA","FORTALEZA DOS NOGUEIRAS"
"MA","SAMBAIBA"
"BA","FILADELFIA"
"GO","ESTRELA DO NORTE"
"RS","TAPES"
"MT","ARENAPOLIS"
"SP","BRODOWSKI"
"PR","NOVA ALIANCA DO IVAI"
"AC","TARAUACA"
"SC","ICARA"
"MT","SAO JOSE DO POVO"
"ES","ITARANA"
"PB","PEDRO REGIS"
"PR","CONTENDA"
"RS","GETULIO VARGAS"
"GO","FORMOSO"
"GO","SANTA TEREZA DE GOIAS"
"PI","ESPERANTINA"
"SP","SAO BERNARDO DO CAMPO"
"CE","VARZEA ALEGRE"
"PE","INAJA"
"BA","BARRO PRETO"
"MG","TIRADENTES"
"PI","PRATA DO PIAUI"
"RS","PINTO BANDEIRA"
"MG","FLORESTAL"
"RS","VILA MARIA"
"AL","JAPARATINGA"
"PB","SOBRADO"
"MG","MANGA"
"GO","ALTO HORIZONTE"
"SP","PRACINHA"
"MG","SAO SEBASTIAO DA VARGEM ALEGRE"
"PA","SAO FRANCISCO DO PARA"
"RS","SANTANA DA BOA VISTA"
"PI","MONSENHOR GIL"
"SP","PLATINA"
"SP","CAMPOS NOVOS PAULISTA"
"SP","RIOLANDIA"
"RS","TUPANDI"
"SP","IRAPUA"
"PR","CAPITAO LEONIDAS MARQUES"
"ES","MANTENOPOLIS"
"SC","SANGAO"
"RN","AFONSO BEZERRA"
"MG","SENADOR FIRMINO"
"PB","CAMALAU"
"AM","MANICORE"
"PA","ITAITUBA"
"RS","PAROBE"
"BA","UAUA"
"CE","PACATUBA"
"RS","SAO JOSE DAS MISSOES"
"RO","JI-PARANA"
"BA","CRISOPOLIS"
"BA","RIACHO DE SANTANA"
"BA","IRAMAIA"
"CE","CARNAUBAL"
"RO","CACOAL"
"MT","LAMBARI D'OESTE"
"RS","AMETISTA DO SUL"
"PB","SERRA REDONDA"
"ES","BOA ESPERANCA"
"MG","MANTENA"
"MG","DIVINO DAS LARANJEIRAS"
"MG","GUIDOVAL"
"MG","INHAUMA"
"PI","CURRALINHOS"
"MT","UNIAO DO SUL"
"BA","ITAGI"
"BA","PRESIDENTE TANCREDO NEVES"
"PA","URUARA"
"AL","SATUBA"
"RS","DOIS IRMAOS DAS MISSOES"
"MG","ALBERTINA"
"PI","VILA NOVA DO PIAUI"
"MA","GOVERNADOR NUNES FREIRE"
"MA","ALTO ALEGRE DO MARANHAO"
"PR","ITAUNA DO SUL"
"PB","BERNARDINO BATISTA"
"ES","ARACRUZ"
"MG","JECEABA"
"PI","SAO MIGUEL DO TAPUIO"
"MG","DORESOPOLIS"
"BA","MORTUGABA"
"RN","SAO MIGUEL DO GOSTOSO"
"MA","TURILANDIA"
"PR","CAMPO MAGRO"
"PA","RONDON DO PARA"
"CE","MULUNGU"
"SC","MONTE CARLO"
"PB","AGUIAR"
"RS","TRINDADE DO SUL"
"RN","TIMBAUBA DOS BATISTAS"
"BA","RIO DO PIRES"
"MG","DOM JOAQUIM"
"RS","VISTA ALEGRE DO PRATA"
"PI","SANTA LUZ"
"GO","GAMELEIRA DE GOIAS"
"MA","BURITI"
"AM","URUCARA"
"BA","CARAIBAS"
"SC","CAPAO ALTO"
"MG","OURO VERDE DE MINAS"
"RS","EUGENIO DE CASTRO"
"AL","OLIVENCA"
"SP","IRAPURU"
"PA","SANTA CRUZ DO ARARI"
"PR","APUCARANA"
"GO","NOVA GLORIA"
"PB","SAO MAMEDE"
"SP","CARDOSO"
"MG","JOAO PINHEIRO"
"MG","SAO JOAO DO PARAISO"
"BA","CONCEICAO DO ALMEIDA"
"MG","FELIXLANDIA"
"SC","ITAPOA"
"MG","JEQUITAI"
"BA","MACARANI"
"SC","UNIAO DO OESTE"
"PE","BELO JARDIM"
"CE","BARROQUINHA"
"MT","PORTO ESPERIDIAO"
"RS","TAPEJARA"
"AL","TAQUARANA"
"PI","COCAL"
"MG","AGUA COMPRIDA"
"SP","GETULINA"
"TO","FILADELFIA"
"PE","EXU"
"RS","CACEQUI"
"MA","NINA RODRIGUES"
"SP","TABOAO DA SERRA"
"SP","CACAPAVA"
"PI","PAJEU DO PIAUI"
"RS","JULIO DE CASTILHOS"
"RS","IRAI"
"GO","HEITORAI"
"TO","TOCANTINOPOLIS"
"GO","SANTA RITA DO ARAGUAIA"
"CE","HORIZONTE"
"PR","NOVA TEBAS"
"BA","CONCEICAO DA FEIRA"
"SP","ILHABELA"
"MG","MATIPO"
"MG","OLIVEIRA FORTES"
"RN","DOUTOR SEVERIANO"
"MG","MINAS NOVAS"
"AM","ALVARAES"
"MT","SERRA NOVA DOURADA"
"MG","SANTA ROSA DA SERRA"
"PA","SALVATERRA"
"MG","CAMPANARIO"
"PB","JERICO"
"PE","TRINDADE"
"SC","GRAO PARA"
"ES","VILA PAVAO"
"SC","PORTO UNIAO"
"RS","TRES PASSOS"
"MS","ITAQUIRAI"
"AC","ASSIS BRASIL"
"SC","MACIEIRA"
"GO","GUARAITA"
"SC","JARAGUA DO SUL"
"PR","LUNARDELLI"
"RS","PEDRO OSORIO"
"MA","SAO DOMINGOS DO MARANHAO"
"PR","QUATRO PONTES"
"PB","CATOLE DO ROCHA"
"MG","ORIZANIA"
"PA","SANTA BARBARA DO PARA"
"BA","MAETINGA"
"MG","SANTA MARGARIDA"
"AL","CORURIPE"
"PI","VALENCA DO PIAUI"
"SC","SANTA ROSA DE LIMA"
"PA","PALESTINA DO PARA"
"MG","PEDRALVA"
"PA","NOVO PROGRESSO"
"PR","FAXINAL"
"PR","ROSARIO DO IVAI"
"SC","RIO DAS ANTAS"
"MG","SAO SEBASTIAO DO PARAISO"
"RS","CAXIAS DO SUL"
"SP","SAO JOAO DE IRACEMA"
"MG","IPANEMA"
"MG","NATALANDIA"
"CE","ITAICABA"
"CE","JAGUARETAMA"
"MG","AGUANIL"
"MG","JOAO MONLEVADE"
"PB","PATOS"
"MG","JOSE GONCALVES DE MINAS"
"MG","GOUVEIA"
"PI","SAO PEDRO DO PIAUI"
"MA","LIMA CAMPOS"
"AM","TEFE"
"GO","ARAGOIANIA"
"PB","OLHO D'AGUA"
"SP","PARIQUERA-ACU"
"GO","VICENTINOPOLIS"
"MG","SANTA JULIANA"
"BA","PAU BRASIL"
"PE","MIRANDIBA"
"PB","RIO TINTO"
"MA","JOAO LISBOA"
"PB","SALGADINHO"
"BA","SITIO DO MATO"
"PI","ALTO LONGA"
"MG","ALPINOPOLIS"
"SP","RIO CLARO"
"RS","PELOTAS"
"SC","APIUNA"
"BA","POCOES"
"SP","PERUIBE"
"SP","FERNANDOPOLIS"
"PB","PILOES"
"MA","CAMPESTRE DO MARANHAO"
"PE","MACAPARANA"
"RS","CHUVISCA"
"BA","PE DE SERRA"
"AL","BOCA DA MATA"
"MG","MONJOLOS"
"BA","ITAGIMIRIM"
"RS","TUPANCI DO SUL"
"SP","OSCAR BRESSANE"
"PE","MACHADOS"
"PB","SAO JOSE DA LAGOA TAPADA"
"GO","CACHOEIRA DE GOIAS"
"PB","DIAMANTE"
"PR","SULINA"
"CE","IGUATU"
"MG","JACUTINGA"
"RS","SANTO EXPEDITO DO SUL"
"BA","MARACAS"
"GO","ISRAELANDIA"
"SP","ITARIRI"
"PA","SAO FELIX DO XINGU"
"MG","CANDEIAS"
"CE","BEBERIBE"
"TO","ALVORADA"
"MG","BRASILANDIA DE MINAS"
"MG","ASTOLFO DUTRA"
"BA","CANDEAL"
"PB","SAO JOSE DE PIRANHAS"
"RN","MONTE DAS GAMELEIRAS"
"RJ","SILVA JARDIM"
"SC","XAVANTINA"
"GO","PALMINOPOLIS"
"RS","BOA VISTA DO CADEADO"
"MG","GUARANI"
"SP","CAMPINA DO MONTE ALEGRE"
"PR","GUARANIACU"
"PI","PAVUSSU"
"RO","SAO FELIPE D'OESTE"
"RS","TUPANCIRETA"
"ES","ITAPEMIRIM"
"PR","LINDOESTE"
"SC","LEBON REGIS"
"RS","CAMBARA DO SUL"
"PI","NOSSA SENHORA DOS REMEDIOS"
"RN","PARAU"
"PE","JAQUEIRA"
"PR","FLORESTOPOLIS"
"BA","PORTO SEGURO"
"BA","LIVRAMENTO DE NOSSA SENHORA"
"RN","PEDRO AVELINO"
"RN","ALTO DO RODRIGUES"
"PI","INHUMA"
"SP","SANTO EXPEDITO"
"GO","TEREZOPOLIS DE GOIAS"
"TO","BREJINHO DE NAZARE"
"PA","CONCEICAO DO ARAGUAIA"
"SP","PIQUETE"
"PE","CALCADO"
"PR","PORTO AMAZONAS"
"SP","BIRIGUI"
"GO","PORTEIRAO"
"SP","AMPARO"
"PB","PITIMBU"
"CE","GRACA"
"SP","ARCO-IRIS"
"SC","OTACILIO COSTA"
"MT","CONQUISTA D'OESTE"
"PR","PRADO FERREIRA"
"SP","GARCA"
"SC","ITAPEMA"
"SP","VISTA ALEGRE DO ALTO"
"BA","MARAU"
"SP","ITAQUAQUECETUBA"
"RS","TRAMANDAI"
"MG","UNIAO DE MINAS"
"RS","BOA VISTA DAS MISSOES"
"SP","SANTA RITA DO PASSA QUATRO"
"BA","CALDEIRAO GRANDE"
"AL","AGUA BRANCA"
"RS","MORMACO"
"PR","JATAIZINHO"
"ES","ALFREDO CHAVES"
"PI","SAO FRANCISCO DE ASSIS DO PIAUI"
"PB","TEIXEIRA"
"SP","DUMONT"
"MG","PERDOES"
"GO","BURITI ALEGRE"
"PE","PESQUEIRA"
"PR","RONCADOR"
"MG","SAO JOAQUIM DE BICAS"
"SE","FREI PAULO"
"PR","IPIRANGA"
"BA","CANARANA"
"PB","JURU"
"PR","ABATIA"
"CE","ICO"
"GO","VIANOPOLIS"
"SP","PARAPUA"
"PR","IMBITUVA"
"RJ","ARRAIAL DO CABO"
"RJ","ITAGUAI"
"MS","ANGELICA"
"SE","PIRAMBU"
"MG","OLIVEIRA"
"RS","BARAO"
"MA","VIANA"
"BA","JITAUNA"
"RS","MUCUM"
"MA","TUTOIA"
"PA","SANTANA DO ARAGUAIA"
"GO","CUMARI"
"SC","ALFREDO WAGNER"
"PA","TRAIRAO"
"GO","AGUAS LINDAS DE GOIAS"
"MA","SUCUPIRA DO RIACHAO"
"BA","SAO DOMINGOS"
"MG","SANTO ANTONIO DO AMPARO"
"CE","AURORA"
"MT","ACORIZAL"
"MG","SAO JOSE DO DIVINO"
"AL","DELMIRO GOUVEIA"
"SP","ITAPORANGA"
"RJ","MENDES"
"PB","SAO JOSE DO BREJO DO CRUZ"
"SP","AVANHANDAVA"
"RS","SENTINELA DO SUL"
"SC","FLORIANOPOLIS"
"MT","RONDONOPOLIS"
"PE","PASSIRA"
"RS","FAXINAL DO SOTURNO"
"RS","JABOTICABA"
"PI","SAO JOAO DA VARJOTA"
"SC","VITOR MEIRELES"
"MG","DIONISIO"
"MT","POCONE"
"MG","BRAUNAS"
"RS","SAO MIGUEL DAS MISSOES"
"SP","TABAPUA"
"MA","GOVERNADOR NEWTON BELLO"
"SP","BARIRI"
"ES","PONTO BELO"
"BA","BARREIRAS"
"TO","AUGUSTINOPOLIS"
"MA","VARGEM GRANDE"
"PR","CORUMBATAI DO SUL"
"SE","CANINDE DE SAO FRANCISCO"
"MG","PRADOS"
"MT","COTRIGUACU"
"RS","NOVA RAMADA"
"CE","MERUOCA"
"MG","PEDRA DOURADA"
"MG","ITAPEVA"
"RN","BODO"
"SP","ITAJOBI"
"RS","ALVORADA"
"MG","PORTEIRINHA"
"SE","SAO MIGUEL DO ALEIXO"
"BA","SANTALUZ"
"PR","JARDIM OLINDA"
"MA","NOVA IORQUE"
"SC","SAO LOURENCO DO OESTE"
"MG","MONTES CLAROS"
"SP","NOVA ALIANCA"
"PI","SAO JOSE DO DIVINO"
"BA","BUERAREMA"
"RS","ERECHIM"
"GO","TERESINA DE GOIAS"
"GO","CAMPINACU"
"PA","INHANGAPI"
"RJ","RIO DAS OSTRAS"
"MG","MATUTINA"
"CE","ARARIPE"
"ES","MARILANDIA"
"PB","NOVA OLINDA"
"MG","CAMPO AZUL"
"RS","CIRIACO"
"MG","PRESIDENTE JUSCELINO"
"PB","SAO DOMINGOS"
"SC","SALETE"
"MT","PLANALTO DA SERRA"
"AL","PALESTINA"
"AP","ITAUBAL"
"PB","BAIA DA TRAICAO"
"RS","CANGUCU"
"MG","CLAUDIO"
"GO","CORUMBAIBA"
"CE","PIRES FERREIRA"
"MG","NOVA PONTE"
"MG","ITAUNA"
"BA","SENHOR DO BONFIM"
"MG","IPABA"
"SE","RIACHAO DO DANTAS"
"PA","OEIRAS DO PARA"
"MG","PIAU"
"MG","MARTINHO CAMPOS"
"PB","SAO SEBASTIAO DE LAGOA DE ROCA"
"SP","IACANGA"
"PE","LAGOA GRANDE"
"SP","ADOLFO"
"MG","DORES DO TURVO"
"RO","OURO PRETO DO OESTE"
"PB","SOLANEA"
"AP","AMAPA"
"RS","CACHOEIRA DO SUL"
"SP","TARUMA"
"GO","AGUA FRIA DE GOIAS"
"PI","PIRACURUCA"
"SC","ERMO"
"SP","ITAOCA"
"GO","MOSSAMEDES"
"MG","RODEIRO"
"MG","DORES DO INDAIA"
"CE","TEJUCUOCA"
"TO","ITAGUATINS"
"MA","PINDARE MIRIM"
"RN","SAO JOSE DO CAMPESTRE"
"GO","PARANAIGUARA"
"PB","CUBATI"
"PI","BATALHA"
"SP","EMBU-GUACU"
"SC","IPUMIRIM"
"PR","MALLET"
"MG","BRUMADINHO"
"SE","NEOPOLIS"
"RN","PORTALEGRE"
"MG","ITAPECERICA"
"RS","SAO PEDRO DA SERRA"
"MA","SAO PEDRO DA AGUA BRANCA"
"BA","OUROLANDIA"
"RS","MULITERNO"
"PR","TIBAGI"
"SC","JABORA"
"PR","DOIS VIZINHOS"
"RS","GRAMADO"
"PE","TERRA NOVA"
"PA","RIBEIRAO PRETO"
"PB","COREMAS"
"MG","UBAPORANGA"
"RO","CORUMBIARA"
"CE","ERERE"
"MG","CANAPOLIS"
"BA","IBIPITANGA"
"BA","TEOFILANDIA"
"MT","JANGADA"
"SC","PONTE ALTA"
"SP","BURI"
"GO","FORMOSA"
"AM","ITACOATIARA"
"BA","BARRA"
"MG","GRUPIARA"
"MT","APIACAS"
"MG","IAPU"
"GO","SILVANIA"
"SC","FREI ROGERIO"
"MG","CASCALHO RICO"
"PI","SAO JOAO DA SERRA"
"BA","JANDAIRA"
"GO","INDIARA"
"CE","SALITRE"
"CE","QUIXERAMOBIM"
"CE","ARACOIABA"
"MG","MARAVILHAS"
"SP","BALSAMO"
"RS","ESMERALDA"
"RS","PINHAL GRANDE"
"MS","PARANHOS"
"PI","ARRAIAL"
"MG","FRONTEIRA DOS VALES"
"RO","CAMPO NOVO DE RONDONIA"
"BA","BARRA DO MENDES"
"SP","SALESOPOLIS"
"AL","COITE DO NOIA"
"AL","SANTANA DO IPANEMA"
"PB","FREI MARTINHO"
"MT","ITAUBA"
"RS","COQUEIRO BAIXO"
"MG","NOVA UNIAO"
"MG","PIRANGA"
"RS","ITAARA"
"RJ","BARRA DO PIRAI"
"PE","IBIMIRIM"
"PI","FLORIANO"
"SP","CAJOBI"
"CE","CROATA"
"MG","ATALEIA"
"MG","CONSELHEIRO LAFAIETE"
"ES","CACHOEIRO DE ITAPEMIRIM"
"SP","FLORA RICA"
"PI","BURITI DOS LOPES"
"MG","JANAUBA"
"MT","RONDOLANDIA"
"MT","NOVO SAO JOAQUIM"
"MG","MONTE SANTO DE MINAS"
"PR","BALSA NOVA"
"RN","EXTREMOZ"
"PR","TUNEIRAS DO OESTE"
"PI","BARRAS"
"PR","LOBATO"
"SP","NOVA GRANADA"
"BA","RIACHAO DO JACUIPE"
"MG","SERRANIA"
"SP","CANDIDO RODRIGUES"
"SP","ELISIARIO"
"SP","SAO LUIZ DO PARAITINGA"
"PA","MOCAJUBA"
"RS","SAO PAULO DAS MISSOES"
"SP","SAO PAULO"
"SP","MANDURI"
"GO","URUACU"
"BA","JAGUARARI"
"MS","CHAPADAO DO SUL"
"MG","RIO ACIMA"
"SP","NOVO HORIZONTE"
"SP","TAPIRATIBA"
"RN","PENDENCIAS"
"PR","MERCEDES"
"SP","APIAI"
"SC","ITA"
"RS","LINHA NOVA"
"RS","AUGUSTO PESTANA"
"RJ","SAO FRANCISCO DE ITABAPOANA"
"MA","PEDREIRAS"
"CE","CHAVAL"
"PR","SAO JOAO DO IVAI"
"MG","SAO FELIX DE MINAS"
"PI","DEMERVAL LOBAO"
"SC","SIDEROPOLIS"
"TO","LIZARDA"
"RS","VITORIA DAS MISSOES"
"RN","GALINHOS"
"SC","AGUAS FRIAS"
"AL","SAO SEBASTIAO"
"PE","TRIUNFO"
"SP","PITANGUEIRAS"
"GO","ITAGUARI"
"PE","CACHOEIRINHA"
"RS","MANOEL VIANA"
"PR","ENEAS MARQUES"
"PB","CUITE DE MAMANGUAPE"
"SC","SAO LUDGERO"
"SP","FLOREAL"
"MG","DATAS"
"SP","ITIRAPUA"
"PB","REMIGIO"
"SP","SUMARE"
"RN","SAO VICENTE"
"MG","TAPIRAI"
"BA","URANDI"
"RN","MACAIBA"
"MG","SAO GONCALO DO RIO PRETO"
"RO","NOVA MAMORE"
"BA","CANDEIAS"
"PR","SAO SEBASTIAO DA AMOREIRA"
"RS","PARAISO DO SUL"
"SP","PIRAPOZINHO"
"MS","CAARAPO"
"RN","CAICARA DO RIO DO VENTO"
"SC","SAO BERNARDINO"
"SP","LOURDES"
"SC","CERRO NEGRO"
"PR","RIBEIRAO CLARO"
"GO","CATALAO"
"TO","SANTA TEREZA DO TOCANTINS"
"PR","MARMELEIRO"
"PR","VERE"
"PB","POCINHOS"
"SP","DUARTINA"
"PB","CARRAPATEIRA"
"BA","ITAPE"
"MG","CARVALHOS"
"MA","PIRAPEMAS"
"GO","CAMPOS VERDES"
"RS","BARROS CASSAL"
"MG","SIMONESIA"
"SP","SERRANA"
"SP","BOM SUCESSO DE ITARARE"
"MG","CORDISBURGO"
"RS","VANINI"
"MG","CORONEL MURTA"
"BA","PIATA"
"SP","SARUTAIA"
"MG","SANTANA DO PARAISO"
"MG","AIURUOCA"
"PA","AGUA AZUL DO NORTE"
"SC","CAMPO ALEGRE"
"PR","COLOMBO"
"SC","TANGARA"
"PI","CONCEICAO DO CANINDE"
"ES","BARRA DE SAO FRANCISCO"
"PE","FLORESTA"
"SP","JABOTICABAL"
"SP","NOVA EUROPA"
"SC","CORREIA PINTO"
"SP","DOLCINOPOLIS"
"GO","CASTELANDIA"
"ES","IBITIRAMA"
"SP","COSMOPOLIS"
"PE","PALMARES"
"MA","GOVERNADOR ARCHER"
"MA","LAGO DO JUNCO"
"SP","ESTRELA DO NORTE"
"PI","BARRA D'ALCANTARA"
"MG","LAVRAS"
"RS","DAVID CANABARRO"
"MG","CANTAGALO"
"BA","JOAO DOURADO"
"PI","SAO JOSE DO PIAUI"
"MG","CARMO DA MATA"
"AC","XAPURI"
"ES","SAO ROQUE DO CANAA"
"MG","IBIRACI"
"PB","POCO DE JOSE DE MOURA"
"MT","DENISE"
"TO","MONTE SANTO DO TOCANTINS"
"MG","ESTRELA DO SUL"
"RN","PILOES"
"RJ","PATY DO ALFERES"
"PI","MATIAS OLIMPIO"
"MA","SAO JOAO DOS PATOS"
"SP","SAO BENTO DO SAPUCAI"
"BA","IPUPIARA"
"PA","CAPITAO POCO"
"RS","DOUTOR RICARDO"
"SC","DIONISIO CERQUEIRA"
"MA","BOA VISTA DO GURUPI"
"BA","DOM BASILIO"
"MG","ARAPORA"
"MG","AUGUSTO DE LIMA"
"BA","HELIOPOLIS"
"RJ","SAPUCAIA"
"SP","JAGUARIUNA"
"TO","MONTE DO CARMO"
"MA","TUFILANDIA"
"GO","FAZENDA NOVA"
"SC","GUATAMBU"
"SC","SUL BRASIL"
"MG","PRESIDENTE OLEGARIO"
"PB","JOAO PESSOA"
"PR","AMAPORA"
"PB","NOVA FLORESTA"
"RR","RORAINOPOLIS"
"SP","PALMITAL"
"MG","LIMA DUARTE"
"MT","CARLINDA"
"TO","COLINAS DO TOCANTINS"
"MT","SINOP"
"BA","UBAIRA"
"PI","SAO JOAO DO PIAUI"
"SP","MARAPOAMA"
"RS","DILERMANDO DE AGUIAR"
"MG","BOM REPOUSO"
"BA","ARACAS"
"CE","ARARENDA"
"SC","GUARAMIRIM"
"PR","NOSSA SENHORA DAS GRACAS"
"BA","SAO FELIX"
"PE","CUMARU"
"RS","PASSO DO SOBRADO"
"RN","IPUEIRA"
"SP","AMERICO BRASILIENSE"
"RJ","SAO JOAO DE MERITI"
"BA","SAO FELIPE"
"GO","TURVELANDIA"
"SP","SANTA ALBERTINA"
"RS","NOVA ROMA DO SUL"
"RS","NONOAI"
"MA","BACURI"
"SP","GALIA"
"MA","ACAILANDIA"
"SP","PONTALINDA"
"TO","CASEARA"
"TO","TOCANTINIA"
"BA","UNA"
"MG","FRANCISCO BADARO"
"SE","NOSSA SENHORA DA GLORIA"
"PR","QUEDAS DO IGUACU"
"PI","CAMPO ALEGRE DO FIDALGO"
"SP","ELDORADO"
"AL","FLEXEIRAS"
"GO","GOIANAPOLIS"
"PA","MARACANA"
"RN","JANDUIS"
"MS","FATIMA DO SUL"
"MA","MATOES DO NORTE"
"PR","JUNDIAI DO SUL"
"SP","RIBEIRAO PRETO"
"PR","BRASILANDIA DO SUL"
"GO","TAQUARAL DE GOIAS"
"SP","MOCOCA"
"RN","TENENTE LAURENTINO CRUZ"
"PB","MAMANGUAPE"
"RJ","SAO FIDELIS"
"AC","SENA MADUREIRA"
"PI","ANISIO DE ABREU"
"MG","ARCEBURGO"
"SP","SALTO DE PIRAPORA"
"BA","CATU"
"MG","JEQUITINHONHA"
"GO","JESUPOLIS"
"AL","FELIZ DESERTO"
"AP","SANTANA"
"MG","DOM CAVATI"
"AC","RODRIGUES ALVES"
"MG","PATROCINIO"
"RJ","BOM JARDIM"
"PR","PIRAI DO SUL"
"SE","GARARU"
"RS","RODEIO BONITO"
"PB","CAJAZEIRAS"
"SP","SAGRES"
"MG","ITINGA"
"RN","LAGOA DE PEDRAS"
"RS","PEDRAS ALTAS"
"PE","CAETES"
"BA","PALMEIRAS"
"TO","BANDEIRANTES DO TOCANTINS"
"AL","SAO MIGUEL DOS MILAGRES"
"MS","CORGUINHO"
"SP","RAFARD"
"MG","SAO ROMAO"
"RS","ARAMBARE"
"PE","JATAUBA"
"MA","ALDEIAS ALTAS"
"RS","CHIAPETTA"
"PA","BREU BRANCO"
"MS","PEDRO GOMES"
"BA","OLIVEIRA DOS BREJINHOS"
"AP","PRACUUBA"
"RS","BOZANO"
"PE","ITAQUITINGA"
"SC","TROMBUDO CENTRAL"
"GO","SANTA FE DE GOIAS"
"PA","SANTA ISABEL DO PARA"
"BA","LAJEDINHO"
"PI","SEBASTIAO LEAL"
"SC","PLANALTO ALEGRE"
"PR","MARIPA"
"GO","MONTE ALEGRE DE GOIAS"
"GO","GOIATUBA"
"SP","UCHOA"
"PR","SAO JORGE D'OESTE"
"PA","JACUNDA"
"MG","GOVERNADOR VALADARES"
"MA","SAO JOSE DE RIBAMAR"
"MG","TAPARUBA"
"MA","VILA NOVA DOS MARTIRIOS"
"SC","SANTA CECILIA"
"MA","BERNARDO DO MEARIM"
"AL","PENEDO"
"MG","CONCEICAO DAS ALAGOAS"
"MG","COMENDADOR GOMES"
"PR","PALMITAL"
"GO","SAO JOAO DA PARAUNA"
"TO","TUPIRATINS"
"GO","PLANALTINA"
"PI","LUZILANDIA"
"CE","IRACEMA"
"PB","UIRAUNA"
"PR","ALTO PARAISO"
"SC","PORTO BELO"
"MT","NOVA GUARITA"
"BA","PRESIDENTE JANIO QUADROS"
"BA","MALHADA DE PEDRAS"
"AP","LARANJAL DO JARI"
"GO","SAO MIGUEL DO ARAGUAIA"
"BA","ITAPETINGA"
"MS","TERENOS"
"PR","CAMPO DO TENENTE"
"BA","ITAPICURU"
"PI","BOM JESUS"
"PR","MANFRINOPOLIS"
"RS","OSORIO"
"AM","GUAJARA"
"SP","DOIS CORREGOS"
"PB","OLIVEDOS"
"RS","HORIZONTINA"
"BA","PRESIDENTE DUTRA"
"PI","MASSAPE DO PIAUI"
"PR","IRACEMA DO OESTE"
"RS","VENANCIO AIRES"
"BA","CORACAO DE MARIA"
"PB","SAPE"
"SC","VIDAL RAMOS"
"PE","VERTENTE DO LERIO"
"PR","RIO NEGRO"
"RS","ALTO FELIZ"
